Idx,Period H1,FMA H1,SLMA H1,550MA H1,DeltaC H1,Macd H1,Plot2 H1,Plot3 H1,Plot4 H1,Idx,Period M15,FMA M15,SLMA M15,550MA M15,DeltaC M15,Macd M15,Plot2 M15,Plot3 M15,Plot4 M15,Idx,Period M5,FMA M5,SLMA M5,550MA M5,DeltaC M5,Macd M5,Plot2 M5,Plot3 M5,Plot4 M5
821,2024.02.10 00:00:00,1.07771,1.07748,0.00000,Positive,0.000348,0.000075,-0.000415,-0.000640,821,2024.04.15 14:45:00,1.06552,1.06538,1.07759,Positive,0.000132,-0.000245,-0.000748,-0.001123,821,2024.05.03 02:35:00,1.07253,1.07236,1.06816,Positive,0.000094,0.000449,0.000315,0.000425
822,2024.02.09 23:00:00,1.07766,1.07744,0.00000,Positive,0.000323,0.000047,-0.000432,-0.000663,822,2024.04.15 14:30:00,1.06551,1.06537,1.07762,Positive,0.000136,-0.000259,-0.000762,-0.001142,822,2024.05.03 02:30:00,1.07251,1.07234,1.06815,Positive,0.000088,0.000451,0.000314,0.000424
823,2024.02.09 22:00:00,1.07761,1.07740,0.00000,Positive,0.000325,0.000028,-0.000447,-0.000682,823,2024.04.15 14:15:00,1.06550,1.06536,1.07764,Positive,0.000153,-0.000272,-0.000775,-0.001160,823,2024.05.03 02:25:00,1.07250,1.07233,1.06814,Positive,0.000091,0.000455,0.000314,0.000424
824,2024.02.09 21:00:00,1.07753,1.07734,0.00000,Positive,0.000279,-0.000005,-0.000465,-0.000707,824,2024.04.15 14:00:00,1.06549,1.06534,1.07766,Positive,0.000168,-0.000285,-0.000789,-0.001178,824,2024.05.03 02:20:00,1.07248,1.07231,1.06813,Positive,0.000082,0.000456,0.000313,0.000422
825,2024.02.09 20:00:00,1.07746,1.07730,0.00000,Positive,0.000229,-0.000037,-0.000483,-0.000731,825,2024.04.15 13:45:00,1.06546,1.06533,1.07768,Positive,0.000161,-0.000306,-0.000805,-0.001199,825,2024.05.03 02:15:00,1.07246,1.07229,1.06812,Positive,0.000063,0.000455,0.000311,0.000419
826,2024.02.09 19:00:00,1.07740,1.07725,0.00000,Positive,0.000201,-0.000060,-0.000498,-0.000751,826,2024.04.15 13:30:00,1.06545,1.06531,1.07770,Positive,0.000190,-0.000317,-0.000818,-0.001216,826,2024.05.03 02:10:00,1.07243,1.07226,1.06812,Positive,0.000039,0.000454,0.000309,0.000416
827,2024.02.09 18:00:00,1.07732,1.07720,0.00000,Positive,0.000114,-0.000099,-0.000518,-0.000777,827,2024.04.15 13:15:00,1.06543,1.06529,1.07772,Positive,0.000196,-0.000336,-0.000833,-0.001237,827,2024.05.03 02:05:00,1.07240,1.07224,1.06811,Positive,0.000008,0.000452,0.000307,0.000413
828,2024.02.09 17:00:00,1.07725,1.07715,0.00000,Positive,0.000048,-0.000127,-0.000534,-0.000799,828,2024.04.15 13:00:00,1.06541,1.06527,1.07775,Positive,0.000214,-0.000353,-0.000848,-0.001257,828,2024.05.03 02:00:00,1.07237,1.07222,1.06810,Positive,-0.000030,0.000450,0.000304,0.000410
829,2024.02.09 16:00:00,1.07718,1.07711,0.00000,Positive,-0.000049,-0.000161,-0.000552,-0.000822,829,2024.04.15 12:45:00,1.06537,1.06524,1.07777,Positive,0.000190,-0.000383,-0.000866,-0.001281,829,2024.05.03 01:55:00,1.07235,1.07220,1.06809,Positive,-0.000079,0.000447,0.000302,0.000406
830,2024.02.09 15:00:00,1.07721,1.07712,0.00000,Positive,-0.000014,-0.000155,-0.000557,-0.000830,830,2024.04.15 12:30:00,1.06535,1.06523,1.07779,Positive,0.000202,-0.000402,-0.000881,-0.001301,830,2024.05.03 01:50:00,1.07236,1.07220,1.06808,Positive,-0.000076,0.000461,0.000304,0.000409
831,2024.02.09 14:00:00,1.07722,1.07713,0.00000,Positive,-0.000012,-0.000160,-0.000566,-0.000841,831,2024.04.15 12:15:00,1.06533,1.06521,1.07781,Positive,0.000228,-0.000418,-0.000895,-0.001321,831,2024.05.03 01:45:00,1.07237,1.07220,1.06807,Positive,-0.000071,0.000475,0.000307,0.000412
832,2024.02.09 13:00:00,1.07726,1.07715,0.00000,Positive,0.000039,-0.000151,-0.000571,-0.000848,832,2024.04.15 12:00:00,1.06531,1.06518,1.07783,Positive,0.000245,-0.000439,-0.000911,-0.001341,832,2024.05.03 01:40:00,1.07239,1.07220,1.06807,Positive,-0.000062,0.000490,0.000310,0.000415
833,2024.02.09 12:00:00,1.07729,1.07715,0.00000,Positive,0.000101,-0.000143,-0.000576,-0.000855,833,2024.04.15 11:45:00,1.06526,1.06515,1.07786,Positive,0.000238,-0.000467,-0.000929,-0.001365,833,2024.05.03 01:35:00,1.07240,1.07220,1.06806,Positive,-0.000052,0.000505,0.000312,0.000418
834,2024.02.09 11:00:00,1.07727,1.07712,0.00000,Positive,0.000122,-0.000149,-0.000586,-0.000868,834,2024.04.15 11:30:00,1.06523,1.06513,1.07788,Positive,0.000232,-0.000495,-0.000947,-0.001389,834,2024.05.03 01:30:00,1.07241,1.07220,1.06805,Positive,-0.000039,0.000520,0.000314,0.000421
835,2024.02.09 10:00:00,1.07722,1.07709,0.00000,Positive,0.000071,-0.000175,-0.000602,-0.000890,835,2024.04.15 11:15:00,1.06520,1.06510,1.07790,Positive,0.000248,-0.000518,-0.000963,-0.001410,835,2024.05.03 01:25:00,1.07243,1.07220,1.06804,Positive,-0.000020,0.000536,0.000317,0.000423
836,2024.02.09 09:00:00,1.07721,1.07708,0.00000,Positive,0.000061,-0.000189,-0.000614,-0.000906,836,2024.04.15 11:00:00,1.06516,1.06508,1.07792,Positive,0.000233,-0.000550,-0.000981,-0.001435,836,2024.05.03 01:20:00,1.07244,1.07220,1.06804,Positive,0.000004,0.000553,0.000319,0.000426
837,2024.02.09 08:00:00,1.07721,1.07708,0.00000,Positive,0.000085,-0.000193,-0.000623,-0.000918,837,2024.04.15 10:45:00,1.06515,1.06507,1.07794,Positive,0.000279,-0.000565,-0.000995,-0.001453,837,2024.05.03 01:15:00,1.07245,1.07219,1.06803,Positive,0.000013,0.000565,0.000320,0.000427
838,2024.02.09 07:00:00,1.07722,1.07708,0.00000,Positive,0.000113,-0.000197,-0.000632,-0.000930,838,2024.04.15 10:30:00,1.06513,1.06506,1.07797,Positive,0.000307,-0.000588,-0.001011,-0.001473,838,2024.05.03 01:10:00,1.07245,1.07218,1.06802,Positive,0.000018,0.000575,0.000320,0.000426
839,2024.02.09 06:00:00,1.07722,1.07707,0.00000,Positive,0.000150,-0.000201,-0.000641,-0.000943,839,2024.04.15 10:15:00,1.06509,1.06502,1.07799,Positive,0.000323,-0.000617,-0.001028,-0.001496,839,2024.05.03 01:05:00,1.07245,1.07217,1.06801,Positive,0.000030,0.000587,0.000320,0.000426
840,2024.02.09 05:00:00,1.07720,1.07705,0.00000,Positive,0.000141,-0.000220,-0.000655,-0.000961,840,2024.04.15 10:00:00,1.06501,1.06498,1.07801,Positive,0.000264,-0.000666,-0.001052,-0.001528,840,2024.05.03 01:00:00,1.07246,1.07216,1.06801,Positive,0.000041,0.000597,0.000320,0.000426
841,2024.02.09 04:00:00,1.07717,1.07702,0.00000,Positive,0.000147,-0.000234,-0.000668,-0.000977,841,2024.04.15 09:45:00,1.06496,1.06495,1.07803,Positive,0.000230,-0.000707,-0.001072,-0.001555,841,2024.05.03 00:55:00,1.07247,1.07216,1.06800,Positive,0.000061,0.000610,0.000320,0.000426
842,2024.02.09 03:00:00,1.07716,1.07700,0.00000,Positive,0.000167,-0.000245,-0.000679,-0.000993,842,2024.04.15 09:30:00,1.06490,1.06492,1.07806,Positive,0.000194,-0.000747,-0.001093,-0.001581,842,2024.05.03 00:50:00,1.07247,1.07215,1.06799,Positive,0.000078,0.000621,0.000320,0.000424
843,2024.02.09 02:00:00,1.07712,1.07698,0.00000,Positive,0.000141,-0.000270,-0.000695,-0.001014,843,2024.04.15 09:15:00,1.06487,1.06491,1.07808,Negative,0.000181,-0.000779,-0.001110,-0.001605,843,2024.05.03 00:45:00,1.07247,1.07214,1.06798,Positive,0.000089,0.000629,0.000318,0.000422
844,2024.02.09 01:00:00,1.07709,1.07695,0.00000,Positive,0.000123,-0.000292,-0.000710,-0.001033,844,2024.04.15 09:00:00,1.06485,1.06490,1.07810,Negative,0.000183,-0.000808,-0.001126,-0.001626,844,2024.05.03 00:40:00,1.07246,1.07212,1.06797,Positive,0.000101,0.000637,0.000316,0.000420
845,2024.02.09 00:00:00,1.07705,1.07692,0.00000,Positive,0.000088,-0.000318,-0.000726,-0.001054,845,2024.04.15 08:45:00,1.06482,1.06488,1.07813,Negative,0.000180,-0.000838,-0.001143,-0.001648,845,2024.05.03 00:35:00,1.07246,1.07210,1.06796,Positive,0.000118,0.000646,0.000315,0.000417
846,2024.02.08 23:00:00,1.07700,1.07689,0.00000,Positive,0.000033,-0.000349,-0.000743,-0.001077,846,2024.04.15 08:30:00,1.06479,1.06487,1.07815,Negative,0.000173,-0.000869,-0.001160,-0.001669,846,2024.05.03 00:30:00,1.07245,1.07208,1.06796,Positive,0.000138,0.000654,0.000313,0.000414
847,2024.02.08 22:00:00,1.07696,1.07686,0.00000,Positive,-0.000007,-0.000372,-0.000758,-0.001096,847,2024.04.15 08:15:00,1.06477,1.06486,1.07817,Negative,0.000165,-0.000901,-0.001176,-0.001691,847,2024.05.03 00:25:00,1.07244,1.07206,1.06795,Positive,0.000144,0.000658,0.000309,0.000409
848,2024.02.08 21:00:00,1.07690,1.07682,0.00000,Negative,-0.000078,-0.000403,-0.000775,-0.001118,848,2024.04.15 08:00:00,1.06476,1.06486,1.07820,Negative,0.000179,-0.000927,-0.001191,-0.001711,848,2024.05.03 00:20:00,1.07242,1.07203,1.06794,Positive,0.000158,0.000664,0.000306,0.000405
849,2024.02.08 20:00:00,1.07687,1.07680,0.00000,Negative,-0.000133,-0.000426,-0.000790,-0.001137,849,2024.04.15 07:45:00,1.06475,1.06486,0.00000,Negative,0.000210,-0.000950,-0.001205,-0.001728,849,2024.05.03 00:15:00,1.07240,1.07201,1.06793,Positive,0.000163,0.000666,0.000302,0.000399
850,2024.02.08 19:00:00,1.07686,1.07680,0.00000,Negative,-0.000201,-0.000450,-0.000804,-0.001157,850,2024.04.15 07:30:00,1.06472,1.06484,0.00000,Negative,0.000207,-0.000984,-0.001222,-0.001750,850,2024.05.03 00:10:00,1.07238,1.07198,1.06792,Positive,0.000173,0.000669,0.000298,0.000393
851,2024.02.08 18:00:00,1.07692,1.07684,0.00000,Negative,-0.000159,-0.000441,-0.000809,-0.001163,851,2024.04.15 07:15:00,1.06468,1.06483,0.00000,Negative,0.000189,-0.001023,-0.001240,-0.001774,851,2024.05.03 00:05:00,1.07237,1.07195,1.06791,Positive,0.000189,0.000673,0.000294,0.000387
852,2024.02.08 17:00:00,1.07698,1.07689,0.00000,Negative,-0.000143,-0.000442,-0.000817,-0.001173,852,2024.04.15 07:00:00,1.06466,1.06483,0.00000,Negative,0.000197,-0.001054,-0.001255,-0.001794,852,2024.05.03 00:00:00,1.07235,1.07192,1.06790,Positive,0.000200,0.000675,0.000289,0.000381
853,2024.02.08 16:00:00,1.07714,1.07696,0.00000,Positive,0.000093,-0.000385,-0.000806,-0.001160,853,2024.04.15 06:45:00,1.06464,1.06482,0.00000,Negative,0.000195,-0.001088,-0.001271,-0.001815,853,2024.05.02 23:55:00,1.07232,1.07189,1.06790,Positive,0.000210,0.000676,0.000284,0.000374
854,2024.02.08 15:00:00,1.07724,1.07702,0.00000,Positive,0.000262,-0.000359,-0.000806,-0.001160,854,2024.04.15 06:30:00,1.06461,1.06481,0.00000,Negative,0.000190,-0.001124,-0.001288,-0.001837,854,2024.05.02 23:50:00,1.07230,1.07186,1.06789,Positive,0.000217,0.000675,0.000278,0.000366
855,2024.02.08 14:00:00,1.07730,1.07703,0.00000,Positive,0.000410,-0.000347,-0.000811,-0.001166,855,2024.04.15 06:15:00,1.06458,1.06480,0.00000,Negative,0.000186,-0.001160,-0.001304,-0.001858,855,2024.05.02 23:45:00,1.07227,1.07182,1.06788,Positive,0.000229,0.000675,0.000273,0.000358
856,2024.02.08 13:00:00,1.07728,1.07700,0.00000,Positive,0.000504,-0.000358,-0.000824,-0.001182,856,2024.04.15 06:00:00,1.06454,1.06479,0.00000,Negative,0.000183,-0.001196,-0.001320,-0.001879,856,2024.05.02 23:40:00,1.07225,1.07180,1.06787,Positive,0.000244,0.000675,0.000267,0.000350
857,2024.02.08 12:00:00,1.07722,1.07696,0.00000,Positive,0.000503,-0.000400,-0.000846,-0.001211,857,2024.04.15 05:45:00,1.06449,1.06477,0.00000,Negative,0.000136,-0.001244,-0.001339,-0.001904,857,2024.05.02 23:35:00,1.07224,1.07177,1.06786,Positive,0.000279,0.000680,0.000262,0.000344
858,2024.02.08 11:00:00,1.07719,1.07693,0.00000,Positive,0.000552,-0.000429,-0.000863,-0.001234,858,2024.04.15 05:30:00,1.06446,1.06477,0.00000,Negative,0.000115,-0.001283,-0.001356,-0.001925,858,2024.05.02 23:30:00,1.07222,1.07174,1.06785,Positive,0.000313,0.000682,0.000257,0.000337
859,2024.02.08 10:00:00,1.07712,1.07688,0.00000,Positive,0.000577,-0.000468,-0.000884,-0.001260,859,2024.04.15 05:15:00,1.06444,1.06476,0.00000,Negative,0.000111,-0.001317,-0.001370,-0.001943,859,2024.05.02 23:25:00,1.07220,1.07170,1.06784,Positive,0.000348,0.000683,0.000251,0.000329
860,2024.02.08 09:00:00,1.07703,1.07681,0.00000,Positive,0.000562,-0.000520,-0.000908,-0.001292,860,2024.04.15 05:00:00,1.06443,1.06478,0.00000,Negative,0.000098,-0.001354,-0.001385,-0.001962,860,2024.05.02 23:20:00,1.07216,1.07166,1.06784,Positive,0.000366,0.000677,0.000243,0.000318
861,2024.02.08 08:00:00,1.07695,1.07676,0.00000,Positive,0.000549,-0.000571,-0.000932,-0.001323,861,2024.04.15 04:45:00,1.06444,1.06480,0.00000,Negative,0.000144,-0.001374,-0.001395,-0.001975,861,2024.05.02 23:15:00,1.07212,1.07162,1.06783,Positive,0.000393,0.000672,0.000235,0.000308
862,2024.02.08 07:00:00,1.07686,1.07669,0.00000,Positive,0.000553,-0.000617,-0.000954,-0.001351,862,2024.04.15 04:30:00,1.06443,1.06480,0.00000,Negative,0.000159,-0.001406,-0.001407,-0.001991,862,2024.05.02 23:10:00,1.07208,1.07157,1.06782,Positive,0.000412,0.000664,0.000226,0.000296
863,2024.02.08 06:00:00,1.07676,1.07662,0.00000,Positive,0.000526,-0.000673,-0.000978,-0.001383,863,2024.04.15 04:15:00,1.06441,1.06481,0.00000,Negative,0.000153,-0.001444,-0.001422,-0.002010,863,2024.05.02 23:05:00,1.07203,1.07152,1.06781,Positive,0.000428,0.000653,0.000217,0.000283
864,2024.02.08 05:00:00,1.07666,1.07656,0.00000,Positive,0.000478,-0.000734,-0.001004,-0.001416,864,2024.04.15 04:00:00,1.06438,1.06481,0.00000,Negative,0.000132,-0.001487,-0.001438,-0.002030,864,2024.05.02 23:00:00,1.07198,1.07147,1.06780,Positive,0.000444,0.000641,0.000207,0.000269
865,2024.02.08 04:00:00,1.07658,1.07652,0.00000,Positive,0.000452,-0.000787,-0.001027,-0.001445,865,2024.04.15 03:45:00,1.06435,1.06482,0.00000,Negative,0.000106,-0.001531,-0.001453,-0.002050,865,2024.05.02 22:55:00,1.07192,1.07141,1.06779,Positive,0.000454,0.000627,0.000196,0.000255
866,2024.02.08 03:00:00,1.07649,1.07647,0.00000,Positive,0.000419,-0.000842,-0.001049,-0.001474,866,2024.04.15 03:30:00,1.06433,1.06482,0.00000,Negative,0.000097,-0.001568,-0.001467,-0.002067,866,2024.05.02 22:50:00,1.07184,1.07135,1.06778,Positive,0.000436,0.000604,0.000182,0.000237
867,2024.02.08 02:00:00,1.07642,1.07643,0.00000,Positive,0.000396,-0.000893,-0.001071,-0.001501,867,2024.04.15 03:15:00,1.06429,1.06482,0.00000,Negative,0.000052,-0.001616,-0.001483,-0.002088,867,2024.05.02 22:45:00,1.07177,1.07128,1.06777,Positive,0.000431,0.000585,0.000170,0.000221
868,2024.02.08 01:00:00,1.07639,1.07641,0.00000,Positive,0.000407,-0.000934,-0.001088,-0.001524,868,2024.04.15 03:00:00,1.06426,1.06483,0.00000,Negative,0.000020,-0.001658,-0.001497,-0.002105,868,2024.05.02 22:40:00,1.07170,1.07123,1.06776,Positive,0.000410,0.000562,0.000157,0.000204
869,2024.02.08 00:00:00,1.07633,1.07638,0.00000,Positive,0.000412,-0.000978,-0.001107,-0.001547,869,2024.04.15 02:45:00,1.06425,1.06484,0.00000,Negative,0.000003,-0.001695,-0.001509,-0.002120,869,2024.05.02 22:35:00,1.07164,1.07117,1.06775,Positive,0.000407,0.000544,0.000145,0.000189
870,2024.02.07 23:00:00,1.07627,1.07634,0.00000,Positive,0.000398,-0.001028,-0.001126,-0.001573,870,2024.04.15 02:30:00,1.06420,1.06484,0.00000,Negative,-0.000069,-0.001746,-0.001524,-0.002141,870,2024.05.02 22:30:00,1.07158,1.07112,1.06775,Positive,0.000400,0.000525,0.000134,0.000173
871,2024.02.07 22:00:00,1.07620,1.07630,0.00000,Positive,0.000381,-0.001079,-0.001146,-0.001597,871,2024.04.15 02:15:00,1.06415,1.06483,0.00000,Negative,-0.000164,-0.001799,-0.001541,-0.002161,871,2024.05.02 22:25:00,1.07153,1.07107,1.06774,Positive,0.000409,0.000511,0.000123,0.000159
872,2024.02.07 21:00:00,1.07614,1.07628,0.00000,Negative,0.000363,-0.001130,-0.001165,-0.001622,872,2024.04.15 02:00:00,1.06412,1.06485,0.00000,Negative,-0.000256,-0.001848,-0.001555,-0.002179,872,2024.05.02 22:20:00,1.07148,1.07102,1.06773,Positive,0.000421,0.000496,0.000113,0.000146
873,2024.02.07 20:00:00,1.07612,1.07628,0.00000,Negative,0.000398,-0.001166,-0.001179,-0.001640,873,2024.04.15 01:45:00,1.06413,1.06490,0.00000,Negative,-0.000303,-0.001880,-0.001563,-0.002190,873,2024.05.02 22:15:00,1.07143,1.07098,1.06772,Positive,0.000431,0.000480,0.000102,0.000132
874,2024.02.07 19:00:00,1.07609,1.07627,0.00000,Negative,0.000407,-0.001212,-0.001196,-0.001661,874,2024.04.15 01:30:00,1.06419,1.06496,0.00000,Negative,-0.000291,-0.001894,-0.001566,-0.002192,874,2024.05.02 22:10:00,1.07137,1.07092,1.06771,Positive,0.000443,0.000463,0.000091,0.000117
875,2024.02.07 18:00:00,1.07608,1.07625,0.00000,Positive,0.000528,-0.001229,-0.001203,-0.001670,875,2024.04.15 01:15:00,1.06425,1.06503,0.00000,Negative,-0.000282,-0.001909,-0.001568,-0.002195,875,2024.05.02 22:05:00,1.07130,1.07086,1.06770,Positive,0.000437,0.000441,0.000079,0.000101
876,2024.02.07 17:00:00,1.07600,1.07621,0.00000,Negative,0.000522,-0.001286,-0.001223,-0.001695,876,2024.04.15 01:00:00,1.06432,1.06510,0.00000,Negative,-0.000236,-0.001916,-0.001568,-0.002194,876,2024.05.02 22:00:00,1.07124,1.07081,1.06770,Positive,0.000424,0.000417,0.000066,0.000084
877,2024.02.07 16:00:00,1.07591,1.07616,0.00000,Negative,0.000520,-0.001343,-0.001242,-0.001719,877,2024.04.13 00:45:00,1.06439,1.06517,0.00000,Negative,-0.000169,-0.001919,-0.001567,-0.002192,877,2024.05.02 21:55:00,1.07119,1.07076,1.06769,Positive,0.000438,0.000400,0.000055,0.000070
878,2024.02.07 15:00:00,1.07582,1.07612,0.00000,Negative,0.000474,-0.001412,-0.001265,-0.001748,878,2024.04.13 00:30:00,1.06441,1.06522,0.00000,Negative,-0.000175,-0.001945,-0.001572,-0.002199,878,2024.05.02 21:50:00,1.07113,1.07071,1.06768,Positive,0.000452,0.000382,0.000044,0.000056
879,2024.02.07 14:00:00,1.07574,1.07609,0.00000,Negative,0.000436,-0.001478,-0.001285,-0.001773,879,2024.04.13 00:15:00,1.06443,1.06526,0.00000,Negative,-0.000192,-0.001974,-0.001579,-0.002207,879,2024.05.02 21:45:00,1.07107,1.07065,1.06767,Positive,0.000461,0.000362,0.000033,0.000041
880,2024.02.07 13:00:00,1.07568,1.07607,0.00000,Negative,0.000449,-0.001528,-0.001301,-0.001792,880,2024.04.13 00:00:00,1.06445,1.06531,0.00000,Negative,-0.000208,-0.002002,-0.001584,-0.002213,880,2024.05.02 21:40:00,1.07100,1.07060,1.06767,Positive,0.000450,0.000336,0.000020,0.000024
881,2024.02.07 12:00:00,1.07561,1.07605,0.00000,Negative,0.000409,-0.001594,-0.001320,-0.001817,881,2024.04.12 23:45:00,1.06447,1.06536,0.00000,Negative,-0.000241,-0.002034,-0.001591,-0.002221,881,2024.05.02 21:35:00,1.07094,1.07055,1.06766,Positive,0.000455,0.000314,0.000008,0.000008
882,2024.02.07 11:00:00,1.07555,1.07603,0.00000,Negative,0.000417,-0.001645,-0.001334,-0.001834,882,2024.04.12 23:30:00,1.06451,1.06542,0.00000,Negative,-0.000232,-0.002053,-0.001593,-0.002223,882,2024.05.02 21:30:00,1.07089,1.07051,1.06765,Positive,0.000474,0.000295,-0.000003,-0.000005
883,2024.02.07 10:00:00,1.07544,1.07600,0.00000,Negative,0.000322,-0.001725,-0.001357,-0.001863,883,2024.04.12 23:15:00,1.06454,1.06547,0.00000,Negative,-0.000253,-0.002081,-0.001598,-0.002229,883,2024.05.02 21:25:00,1.07084,1.07046,1.06764,Positive,0.000504,0.000278,-0.000013,-0.000018
884,2024.02.07 09:00:00,1.07540,1.07599,0.00000,Negative,0.000313,-0.001777,-0.001370,-0.001879,884,2024.04.12 23:00:00,1.06458,1.06554,0.00000,Negative,-0.000259,-0.002104,-0.001600,-0.002232,884,2024.05.02 21:20:00,1.07078,1.07041,1.06764,Positive,0.000522,0.000255,-0.000024,-0.000033
885,2024.02.07 08:00:00,1.07534,1.07599,0.00000,Negative,0.000282,-0.001836,-0.001385,-0.001897,885,2024.04.12 22:45:00,1.06463,1.06560,0.00000,Negative,-0.000239,-0.002119,-0.001600,-0.002231,885,2024.05.02 21:15:00,1.07072,1.07036,1.06763,Positive,0.000538,0.000231,-0.000036,-0.000049
886,2024.02.07 07:00:00,1.07530,1.07599,0.00000,Negative,0.000274,-0.001886,-0.001396,-0.001911,886,2024.04.12 22:30:00,1.06468,1.06567,0.00000,Negative,-0.000221,-0.002136,-0.001601,-0.002231,886,2024.05.02 21:10:00,1.07067,1.07031,1.06762,Positive,0.000567,0.000209,-0.000047,-0.000063
887,2024.02.07 06:00:00,1.07525,1.07598,0.00000,Negative,0.000264,-0.001938,-0.001407,-0.001924,887,2024.04.12 22:15:00,1.06471,1.06573,0.00000,Negative,-0.000210,-0.002156,-0.001602,-0.002231,887,2024.05.02 21:05:00,1.07059,1.07025,1.06761,Positive,0.000581,0.000181,-0.000060,-0.000080
888,2024.02.07 05:00:00,1.07517,1.07597,0.00000,Negative,0.000198,-0.002004,-0.001422,-0.001942,888,2024.04.12 22:00:00,1.06472,1.06577,0.00000,Negative,-0.000238,-0.002187,-0.001606,-0.002236,888,2024.05.02 21:00:00,1.07052,1.07019,1.06761,Positive,0.000590,0.000151,-0.000073,-0.000097
889,2024.02.07 04:00:00,1.07509,1.07596,0.00000,Negative,0.000113,-0.002072,-0.001437,-0.001961,889,2024.04.12 21:45:00,1.06471,1.06581,0.00000,Negative,-0.000313,-0.002229,-0.001613,-0.002244,889,2024.05.02 20:55:00,1.07044,1.07014,1.06760,Positive,0.000604,0.000121,-0.000086,-0.000113
890,2024.02.07 03:00:00,1.07504,1.07597,0.00000,Negative,0.000049,-0.002131,-0.001448,-0.001974,890,2024.04.12 21:30:00,1.06471,1.06586,0.00000,Negative,-0.000383,-0.002266,-0.001618,-0.002250,890,2024.05.02 20:50:00,1.07035,1.07007,1.06759,Positive,0.000601,0.000086,-0.000101,-0.000132
891,2024.02.07 02:00:00,1.07500,1.07598,0.00000,Negative,-0.000012,-0.002185,-0.001457,-0.001985,891,2024.04.12 21:15:00,1.06474,1.06592,0.00000,Negative,-0.000442,-0.002296,-0.001620,-0.002253,891,2024.05.02 20:45:00,1.07024,1.06999,1.06758,Positive,0.000566,0.000041,-0.000118,-0.000154
892,2024.02.07 01:00:00,1.07498,1.07602,0.00000,Negative,-0.000062,-0.002233,-0.001464,-0.001992,892,2024.04.12 21:00:00,1.06477,1.06598,0.00000,Negative,-0.000480,-0.002317,-0.001619,-0.002251,892,2024.05.02 20:40:00,1.07013,1.06992,1.06758,Positive,0.000509,-0.000008,-0.000136,-0.000177
893,2024.02.07 00:00:00,1.07495,1.07605,0.00000,Negative,-0.000124,-0.002283,-0.001470,-0.001999,893,2024.04.12 20:45:00,1.06479,1.06605,0.00000,Negative,-0.000555,-0.002346,-0.001621,-0.002252,893,2024.05.02 20:35:00,1.07003,1.06986,1.06757,Positive,0.000460,-0.000052,-0.000152,-0.000197
894,2024.02.06 23:00:00,1.07491,1.07608,0.00000,Negative,-0.000231,-0.002341,-0.001478,-0.002008,894,2024.04.12 20:30:00,1.06484,1.06613,0.00000,Negative,-0.000612,-0.002367,-0.001619,-0.002249,894,2024.05.02 20:30:00,1.06996,1.06981,1.06756,Positive,0.000443,-0.000085,-0.000164,-0.000213
895,2024.02.06 22:00:00,1.07491,1.07612,0.00000,Negative,-0.000289,-0.002380,-0.001480,-0.002009,895,2024.04.12 20:15:00,1.06490,1.06622,0.00000,Negative,-0.000651,-0.002379,-0.001614,-0.002242,895,2024.05.02 20:25:00,1.06988,1.06976,1.06756,Positive,0.000416,-0.000121,-0.000176,-0.000229
896,2024.02.06 21:00:00,1.07489,1.07617,0.00000,Negative,-0.000407,-0.002433,-0.001485,-0.002014,896,2024.04.12 20:00:00,1.06496,1.06630,0.00000,Negative,-0.000713,-0.002395,-0.001610,-0.002236,896,2024.05.02 20:20:00,1.06981,1.06972,1.06755,Positive,0.000390,-0.000155,-0.000188,-0.000244
897,2024.02.06 20:00:00,1.07487,1.07621,0.00000,Negative,-0.000520,-0.002478,-0.001487,-0.002016,897,2024.04.12 19:45:00,1.06500,1.06638,0.00000,Negative,-0.000790,-0.002412,-0.001607,-0.002230,897,2024.05.02 20:15:00,1.06975,1.06968,1.06755,Positive,0.000372,-0.000186,-0.000199,-0.000258
898,2024.02.06 19:00:00,1.07488,1.07628,0.00000,Negative,-0.000650,-0.002522,-0.001488,-0.002016,898,2024.04.12 19:30:00,1.06502,1.06645,0.00000,Negative,-0.000923,-0.002439,-0.001606,-0.002228,898,2024.05.02 20:10:00,1.06971,1.06966,1.06754,Positive,0.000385,-0.000208,-0.000206,-0.000267
899,2024.02.06 18:00:00,1.07492,1.07636,0.00000,Negative,-0.000734,-0.002546,-0.001483,-0.002007,899,2024.04.12 19:15:00,1.06506,1.06654,0.00000,Negative,-0.001080,-0.002465,-0.001604,-0.002225,899,2024.05.02 20:05:00,1.06966,1.06963,1.06754,Positive,0.000396,-0.000232,-0.000214,-0.000276
900,2024.02.06 17:00:00,1.07500,1.07648,0.00000,Negative,-0.000801,-0.002561,-0.001474,-0.001994,900,2024.04.12 19:00:00,1.06515,1.06666,0.00000,Negative,-0.001197,-0.002473,-0.001596,-0.002214,900,2024.05.02 20:00:00,1.06960,1.06959,1.06753,Positive,0.000389,-0.000261,-0.000223,-0.000288
901,2024.02.06 16:00:00,1.07512,1.07660,0.00000,Negative,-0.000775,-0.002547,-0.001455,-0.001969,901,2024.04.12 18:45:00,1.06529,1.06680,0.00000,Negative,-0.001246,-0.002456,-0.001580,-0.002193,901,2024.05.02 19:55:00,1.06954,1.06955,1.06752,Positive,0.000374,-0.000292,-0.000233,-0.000300
